SEGMENTID,PROJID,SSSTAT,SSTYPE,Location
2511648,RR068,Complete,Sewer Line Repair (SSERP),POINT (-90.07869557485637 29.963728231060905)
2511261,DPW771,Complete,Sewer Line Repair (SSERP),POINT (-90.07911136085094 29.96011760229581)
2511259,DPW771,Complete,Sewer Line Repair (SSERP),POINT (-90.0792628994327 29.959948103030065)
2511417,RR068,Complete,Sewer Line Repair (SSERP),POINT (-90.08011246097871 29.962142903713662)
2526233,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.0802349205038 29.963495125665272)
2527510,DPW771,Complete,Sewer Line Repair (SSERP),POINT (-90.08169096043154 29.961862090957386)
2526236,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.08203353549212 29.964713525382727)
2502557,LAH0047306,Complete,Sewer Line Repair (SSERP),POINT (-90.08239541817728 29.957982703126138)
2511613,RR068,Complete,Sewer Line Repair (SSERP),POINT (-90.08273722610217 29.963921835859395)
2502256,,Complete,Water Line Replacement (FEMA),POINT (-90.08341098689482 29.95844538540901)
2511391,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.0836136325652 29.964514898538006)
2502247,,Complete,Water Line Replacement (FEMA),POINT (-90.08435821801119 29.95887667067143)
2502124,,Complete,Sewer Line Repair (SSERP),POINT (-90.08529798986406 29.95782291486232)
2502357,,Complete,Sewer Line Replacement (ESSA)/Water Line Replacement (SWB),POINT (-90.08623935318471 29.963307575367175)
2502382,DPW076,Complete,"Drainage Line, Sewer Line (ESSA), and Water Line Replacement (SWB)",POINT (-90.08640424956617 29.958324838602238)
2501815,DPW772,Complete,Sewer Line Repair (SSERP),POINT (-90.0862724167669 29.956725655280792)
2502359,RR304,Planned/Complete,Sewer Line Repair (ESSA)/Water Line Replacement (SWB),POINT (-90.08695603072158 29.96248880517302)
2526235,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.08120567564082 29.964152706423274)
2502347,RR068,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (ESSA),POINT (-90.08743676643208 29.964117811864483)
2502379,DPW076,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.08734310241195 29.958758260527702)
2501602,RR068,Complete,Sewer Line Repair (SSERP),POINT (-90.08738669918861 29.957224342126075)
2502366,DPW076,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08835095717647 29.959213191772186)
2511290,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07395558008393 29.984174955382503)
2511151,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07467278751906 29.983372995926285)
2521049,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07118680508783 29.98335545616216)
2521059,RR262,Complete,Sewer Line Repair (SSERP),POINT (-90.0699468544895 29.982519927047328)
2511149,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07538859280722 29.9825729642901)
2521055,DPW348,Complete,Sewer Line Repair (SSERP),POINT (-90.07115076316279 29.982439154153802)
2523823,DPW348,Complete,Sewer Line Repair (SSERP),POINT (-90.0711099008765 29.9820803893699)
2521064,RR004,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.06978455734311 29.980491406922354)
2511341,RR004,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.07150164945706 29.977300343989185)
2511778,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07379952672943 29.976294389253013)
2511790,DPW129,Complete,Sewer Line Repair (SSERP),POINT (-90.07134747237254 29.97589796736211)
2521431,RR004,Complete,Sewer Line Replacement (ESSA),POINT (-90.06916687415993 29.98002310598453)
2511344,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06999216350276 29.978201298924652)
2511789,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07142327154882 29.976598301998184)
2511783,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07213847133136 29.97579661606799)
2511779,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07300536978309 29.97639532829905)
2506924,RR004,Complete,Sewer Line Replacement (SSERP),POINT (-90.07299196936833 29.982863377569426)
2511056,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.0733281881421 29.977913362019127)
2506919,DPW449,Complete,"Drainage Line, Sewer Line (SSERP), and Water Line Replacement (SWB)",POINT (-90.0737127732303 29.982061807187808)
2511152,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07387732235044 29.983473670741372)
2511054,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07425455224279 29.97855362595013)
2506920,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.0744248646874 29.981260400393854)
2511480,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07475964396943 29.976311330124464)
2511150,DPW449,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.07459205989092 29.98266981647953)
2511052,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07492193221026 29.9790132164974)
2511046,RR004,Complete,Sewer Line Repair (SSERP),POINT (-90.07497176709296 29.97775139426159)
2511512,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07547400187684 29.975502090656445)
2511045,RR004,Complete,Sewer Line Replacement (SSERP),POINT (-90.07563579461929 29.978211079986846)
2511483,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.07596371623585 29.975363076820322)
2511363,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.08651390582548 29.974812513087564)
2510898,RR261,Complete,Sewer Line Repair (SSERP),POINT (-90.0834217982954 29.97410272311197)
2511471,RR183,Complete,Water Line Replacement (FEMA),POINT (-90.07772042007208 29.97404269393621)
2506797,,Complete,Sewer Line Repair (SSERP),POINT (-90.08711485345684 29.97414073186417)
2506796,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.08647103605983 29.973702779228958)
2511469,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07837702022633 29.973290510767523)
2510629,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.08747986633024 29.972582038934277)
2510853,DPW550,Complete,Sewer Line Repair (SSERP),POINT (-90.08663644868784 29.972016338986762)
2510855,,Complete,Sewer Line Repair (SSERP),POINT (-90.08527952068773 29.972021963858356)
2511467,RR183,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.07982064510988 29.971634126138632)
2510881,DPW550,Complete,Sewer Line Repair (SSERP),POINT (-90.08579055498971 29.97145009837252)
2511535,DPW129,Complete,Sewer Line Repair (SSERP),POINT (-90.07546855453519 29.971278011546364)
2510890,RR003,Complete,Water Line Replacement (SWB),POINT (-90.08443519613095 29.97145846482641)
2511475,RR265,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.0786675326651 29.970845806241556)
2510888,DPW550,Complete,"Drainage, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08494345047558 29.970883818083834)
2511400,RR183,Complete,Sewer Line Repair (SSERP),POINT (-90.08057084844994 29.970772413783845)
2511564,DPW129,Complete,Sewer Line Repair (SSERP),POINT (-90.07619014162424 29.97047057402986)
2511413,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07779621327245 29.970247299904308)
2511540,RR183,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.07942156046282 29.96999331682622)
2506942,RR183,Complete,Sewer Line Repair (SSERP),POINT (-90.08114832981833 29.97011423339533)
2511562,RR183,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.07692475171197 29.969649597395538)
2506941,RR183,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.08000492382425 29.969345264256113)
2511568,DPW289,Complete,Sewer Line Repair (SSERP),POINT (-90.07605476801317 29.969051831388757)
2511208,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.08634574146805 29.969310666719572)
2511545,DPW129,Complete,Sewer Line Repair (SSERP),POINT (-90.0776768042549 29.96880792463259)
2511402,RR265,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.08047511278063 29.968814234767876)
2511304,SWB3664,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.0829064685985 29.96808760431864)
2506267,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07649900359944 29.966981959789322)
2511569,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07523281774586 29.969183646502216)
2511567,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07600044109954 29.968321620411963)
2511529,RR183,Complete,Water Line Replacement (FEMA),POINT (-90.0755889347049 29.97193154500759)
2511563,RR182,Complete,Sewer Line Replacement (SSERP),POINT (-90.07610421554338 29.96978329375817)
2511560,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.0767335439148 29.96750506933531)
2511414,RR182,Complete,Sewer Line Replacement (SSERP),POINT (-90.0769716230811 29.970382282384136)
2511470,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07747902585179 29.973234763178446)
2511476,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07784072126644 29.97098380607016)
2511453,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07804132809108 29.974904481057834)
2511451,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.0787400399214 29.974104439053384)
2511541,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07862137443718 29.970105940910177)
2506508,DPW145,Complete,Sewer Line Repair (SSERP),POINT (-90.07890097260763 29.968223117075063)
2511547,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.0792169510717 29.966363896635038)
2511401,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.07963008974892 29.970794570565204)
2511249,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.0801015979935 29.97254263947867)
2511436,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.08010889619551 29.966868598992452)
2511399,RR265,Complete,Water Line Replacement (SWB),POINT (-90.08036217873287 29.96997291917444)
2506510,RR183,Complete,Water Line Replacement (FEMA),POINT (-90.08079026120984 29.969487847695213)
2511202,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.0808798288075 29.9716458783139)
2511397,DPW145,Complete,Sewer Line Repair (SSERP),POINT (-90.08088144602844 29.969384173728187)
2511433,RR183,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.0810417647912 29.967400173776003)
2511394,RR265,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.08120872359362 29.969007893273677)
2511392,SWB3664,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.08209432505976 29.96800196164922)
2511199,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.08207903838799 29.975182507438188)
2506880,RR004,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.08234790642997 29.972643833349416)
2511303,RR265,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.08245494547084 29.96984081317763)
2511301,DPW145,Complete,Sewer Line Repair (SSERP),POINT (-90.08212775236879 29.970219327186136)
2511219,SWB3664,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08313938010279 29.96905694627566)
2506882,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.08308743583146 29.971813497410693)
2506884,RR004,Complete,Sewer Line Repair (SSERP)/Water Line Replacement (FEMA),POINT (-90.08394336240057 29.9708342066974)
2511221,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.08516413260988 29.966729329208114)
2510880,DPW550,Complete,"Drainage Line, Sewer Line, and Water Line (SWB) Replacement",POINT (-90.08501985331677 29.97155808068413)
2511366,RR261,Complete,Sewer Line Repair (SSERP),POINT (-90.0850842726001 29.97450967874438)
2511209,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.08545956707478 29.96916952098499)
2511383,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.08553918375674 29.972487545219945)
2511381,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.08582876230261 29.973671283517728)
2510854,DPW550,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08586690655446 29.97212281461058)
2511364,RR261,Complete,Sewer Line Repair (SSERP),POINT (-90.08582199758024 29.975012946182655)
2506865,RR125,Complete,Sewer Line Replacement (ESSA),POINT (-90.08666537636729 29.967746537865814)
2510632,DPW145,Complete,Sewer Line Repair (SSERP),POINT (-90.08638278861835 29.973052310245297)
2510529,RR125,Complete,Sewer Line Replacement (SSERP),POINT (-90.08657807876106 29.96981149995636)
2510623,RR003,Complete,Sewer Line Repair (ESSA),POINT (-90.08658797273723 29.9755360738318)
2510630,DPW550,Complete,"Drainage, Sewer Line (ESSA), and Water Line Replacement (SWB)",POINT (-90.08670893995998 29.972690764397274)
2506866,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.08731032001624 29.96701880252092)
2510524,RR004,Complete,Water Line Replacement (FEMA),POINT (-90.08703248518381 29.970800914671727)
2509955,DPW145,Complete,Sewer Line Repair (SSERP),POINT (-90.08712700109862 29.973550729165936)
2510634,DPW550,Complete,Sewer Line Repair (SSERP),POINT (-90.08740424866961 29.971906773834768)
2509953,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.08792612740869 29.971307049640796)
2506954,DPW145,Complete,Sewer Line Repair (SSERP),POINT (-90.08779271137932 29.974187778680914)
2526242,,Complete,Sewer Line Repair (SSERP),POINT (-90.08770102392083 29.968553256163798)
2509946,DPW550,Complete,"Drainage, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08822375127895 29.973706417375524)
2509952,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.08814717980363 29.972404176865776)
2510613,RR261,Complete,Sewer Line Repair (SSERP),POINT (-90.08823840350867 29.975303828072462)
2509169,RR025,Complete,Water Line Replacement (SWB),POINT (-90.09977120575452 29.983442249738708)
2509631,,Complete,Sewer Line Repair (SSERP),POINT (-90.09711504382129 29.9831243130791)
2509411,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09609496696537 29.982687421531786)
2509621,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09869994409048 29.982986456773695)
2509413,RR025,Complete,Water Line Replacement (FEMA),POINT (-90.09493154383894 29.982255736580903)
2509170,RR025,Complete,Water Line Replacement (SWB),POINT (-90.10016527837158 29.98299595654907)
2509629,RR025,Complete,Sewer Line Replacement (ESSA),POINT (-90.09777851023425 29.982380240983627)
2509616,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09924518603532 29.982376646965907)
2509172,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09980943450904 29.981741887324752)
2509690,RR025,Complete,Sewer Line Replacement (SSERP),POINT (-90.0926141496914 29.980805960102714)
2509416,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.0957386048304 29.98071037942228)
2509691,RR201,Complete,"Drainage Line, Sewer Line Replacement (SSERP), and Water Line Replacement (SWB)",POINT (-90.0918252144184 29.980202846280452)
2509418,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09516664891092 29.980445396620908)
2509623,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09939775531579 29.980549367385503)
2509734,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.08943999019358 29.980212398208103)
2509176,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09429674508876 29.979585181011327)
2509662,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09356789002003 29.979253132201933)
2509579,RR125,Complete,Sewer Line Replacement (ESSA),POINT (-90.10003917996369 29.97982786496553)
2509699,RR025,Complete,Sewer Line Replacement (SSERP),POINT (-90.09283745259899 29.97878390433131)
2509735,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.08845199012902 29.98002778382867)
2509641,RR025,Complete,Water Line Replacement (FEMA),POINT (-90.09910258615368 29.979200811272335)
2509346,RR201,Complete,"Drainage Line, Sewer Line Replacement (SSERP), and Water Line Replacement (FEMA)",POINT (-90.09208202387177 29.978269861512768)
2509745,,Complete,Sewer Line Repair (SSERP),POINT (-90.0881284814992 29.97830423235316)
2510417,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09455544478158 29.977601175324455)
2510606,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.08954933669378 29.976880289772325)
2506934,RR261,Complete,Sewer Line Repair (SSERP),POINT (-90.08892151684499 29.975354314241194)
2510608,RR261,Complete,Sewer Line Repair (SSERP),POINT (-90.08942512132855 29.97479479858896)
2510371,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09902705742654 29.974273652430803)
2510610,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.08993339422935 29.97422119452486)
2510391,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09809192681963 29.97364802639295)
2510599,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.09063550610503 29.973441222286766)
2510071,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09993017194677 29.973264066736863)
2510626,DPW550,Complete,"Drainage, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08970230904065 29.97286890893389)
2510389,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09900133337709 29.972632010995152)
2510261,DPW550,Complete,Sewer Line Repair (SSERP),POINT (-90.08877025115842 29.972286411484617)
2510401,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09807087900418 29.972000246389868)
2510433,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09551334204869 29.971898607109836)
2510602,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09099074397155 29.971413035471482)
2510439,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09469207563158 29.97134288584449)
2510514,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09009235161172 29.970804676053916)
2510639,RR125,Complete,Water Line Replacement (SWB),POINT (-90.09173355853467 29.970592391838178)
2510650,RR125,Complete,Water Line Replacement (SWB),POINT (-90.09082671804936 29.969979453087856)
2510518,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.08860579629878 29.969804060436633)
2510637,RR125,Complete,Water Line Replacement (SWB),POINT (-90.09243055579893 29.9698086866539)
2510447,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09872897426757 29.969778614973567)
2510207,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09088994571921 29.96876207218892)
2510449,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09955080669397 29.96885661971047)
2510456,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09872637783526 29.968298834033)
2510647,RR124,Complete,Sewer Line Repair (ESSA),POINT (-90.09180029713643 29.967746530390787)
2510469,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.09945976388249 29.967476434884055)
2510539,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (ESSA),POINT (-90.09481581060014 29.967127867586655)
2510245,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09863397453866 29.96691951977872)
2510147,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10014405313275 29.966708718388976)
2510202,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.0956441416556 29.966207585143206)
2510216,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.08927347302226 29.966042832090615)
2526243,,Complete,Sewer Line Repair (SSERP),POINT (-90.0885398155453 29.969120135035265)
2510607,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.0885466289426 29.97687223249493)
2525012,RR025,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.08916303420216 29.979292828262)
2510611,DPW550,Complete,"Drainage, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.08913333332883 29.97430649140289)
2510558,RR261,Complete,Sewer Line Repair (SSERP),POINT (-90.0893144622029 29.97604069360169)
2510511,DPW771,Complete,Sewer Line Repair (SSERP),POINT (-90.0893126470781 29.966750125606364)
2510652,,Complete,Sewer Line Repair (SSERP),POINT (-90.08944264916816 29.969622572629362)
2510604,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.0895452947341 29.972230579849633)
2510563,DPW550,Complete,"Drainage, Sewer Line, and Water Line Replacement (SWB)",POINT (-90.0899878077005 29.97488147070638)
2510208,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.09009143223541 29.96889991777685)
2510603,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Replacement (SSERP),POINT (-90.09018656320274 29.971505645478498)
2510649,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.09018292037669 29.97012591722832)
2510595,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.09050888938809 29.972780398691643)
2510598,DPW550,Complete,Sewer Line Repair (SSERP),POINT (-90.09049546600862 29.973975420034705)
2510592,RR125,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.09110504236429 29.972125283690396)
2509692,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09129410145155 29.98094335189737)
2509689,RR025,Complete,Sewer Line Replacement (ESSA),POINT (-90.0921180663891 29.98158938569367)
2525664,TM008,Complete,Sewer Line Repair (SSERP),POINT (-90.09484357430006 29.973392975559683)
2510428,DPW364,Complete,Sewer Line Repair (SSERP),POINT (-90.09490437843819 29.973325532378926)
2509663,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09309657198598 29.9799171427199)
2510442,DPW364,Complete,Sewer Line Repair (SSERP),POINT (-90.09323560525654 29.972194088415886)
2510438,DPW364,Complete,Sewer Line Repair (SSERP),POINT (-90.09408298488061 29.972768619717037)
2509653,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09391070713465 29.9821139488836)
2510492,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.09490705882327 29.967868637635643)
2510432,DPW771,Complete,Sewer Line Repair (SSERP),POINT (-90.09547812032903 29.97119946197286)
2510383,RR125,Complete,Sewer Line Replacement (SSERP),POINT (-90.09553784383557 29.977343936594153)
2509415,,Complete,Sewer Line Repair (SSERP),POINT (-90.09534099635069 29.981421694286166)
2510478,,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.09573775554023 29.966938433877857)
2502473,DPW066,Complete,Sewer Line Repair (SSERP),POINT (-90.08548935747366 29.95864957311626)
2502248,DPW066,Complete,Sewer Line Repair (SSERP),POINT (-90.08527443483796 29.958551034636383)
2502123,DPW066,Complete,Sewer Line Repair (SSERP),POINT (-90.08623227902895 29.95747788547405)
2506929,RR004,Complete,Sewer Line Replacement (SSERP),POINT (-90.07291134769461 29.982154717450886)
2506280,,Complete,Sewer Line Repair (SSERP),POINT (-90.08250202551233 29.971017425850395)
2509942,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.09647900546284 29.966114831680645)
2509410,RR125,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-90.09633116486656 29.97787199590498)
2510385,DPW364,Complete,Sewer Line Repair (SSERP),POINT (-90.09660313749035 29.974480256587565)
2509636,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09677180450203 29.981037855030795)
2510466,,Complete,Sewer Line Repair (SSERP),POINT (-90.09702987698968 29.967945725559886)
2509630,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.0969370837468 29.98248701753736)
2509391,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09735101166355 29.978554999898208)
2509622,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.09786317170611 29.983105242769785)
2510372,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09818224916869 29.97437864119211)
2509624,RR125,Complete,Sewer Line Repair (SSERP),POINT (-90.09858199158822 29.980626966698736)
2509617,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.0986159969351 29.98226129567102)
2510450,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09876932908847 29.968992615412233)
2509526,DPW145,Complete,Sewer Line Repair (SSERP),POINT (-90.09895290057848 29.98187785978965)
2510002,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.09911979537952 29.975011485143)
2510134,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09950826025504 29.9681637610964)
2510130,,Complete,Sewer Line Repair (SSERP),POINT (-90.09952155163063 29.969628186008563)
2509561,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09951411806925 29.981251956602293)
2509171,RR025,Complete,Sewer Line Replacement (ESSA),POINT (-90.09953663403516 29.98287877837849)
2510144,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10023269621756 29.967350276607387)
2509992,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.1001341293397 29.975702408908422)
2509163,RR025,Complete,Sewer Line Replacement (ESSA),POINT (-90.10044146989014 29.981869328678982)
2510138,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10093607699413 29.96656053558719)
2509280,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10696843745465 29.975357083224836)
2523042,RR148,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-89.96661420246193 30.026458552267847)
2509181,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.1027235731205 29.975154466740296)
2509798,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10778994348644 29.974437684021304)
2509709,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10346361732344 29.974319640271787)
2510003,,Complete,Sewer Line Repair (SSERP),POINT (-90.10200847425403 29.973335778057763)
2510037,RR125,Complete,Sewer Line Replacement (ESSA),POINT (-90.10268095505701 29.972448406970575)
2509807,RR125,Complete,Water Line Replacement (SWB),POINT (-90.10668920735972 29.97237878088731)
2509287,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10832591699445 29.972186565692123)
2509805,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10741173188333 29.971566599273512)
2510075,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10048680685759 29.970966594443816)
2509809,RR125,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.10648392223008 29.970932457971962)
2509289,RR125,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (ESSA),POINT (-90.10824831811146 29.97062389505753)
2509876,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10724152688502 29.970079166282)
2510121,RR124,Complete,Sewer Line Repair (ESSA),POINT (-90.10203854304231 29.969224764547107)
2510089,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10369066452735 29.969042363255294)
2510131,RR125,Complete,Sewer Line Replacement (SSERP),POINT (-90.10110638872818 29.968592276804817)
2510079,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10502777604455 29.96754848511151)
2510110,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10395626543028 29.967065287280782)
2510036,RR125,Complete,Sewer Line Replacement (ESSA),POINT (-90.10087304366452 29.97321930915476)
2510124,RR125,Complete,Water Line Replacement (FEMA),POINT (-90.10105721665965 29.967909459514622)
2510122,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10121023292459 29.969313682525215)
2509182,DPW771,Complete,Water Line Replacement (FEMA),POINT (-90.10155265124523 29.975044986267502)
2512438,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.1017911057696 29.967088213713282)
2509979,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.10244883804236 29.971607694338864)
2509981,RR303,Complete,Sewer Line Repair (SSERP),POINT (-90.10252286594867 29.97153105954501)
2510102,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10266048670861 29.96769466938986)
2509971,RR124,Complete,Water Line Replacement (SWB),POINT (-90.1031173019828 29.973435245808584)
2510084,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.1033026886278 29.970733410000683)
