SEGMENTID,PROJID,SSSTAT,SSTYPE,Location
2513978,RR166,Complete,Sewer Line Repair (SSERP),POINT (-90.03402622195576 29.970187622060894)
2506653,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.06704866059036 29.94211368449049)
2522543,RR153,Complete,Water Line Replacement (FEMA),POINT (-89.9854911214678 30.023051496208165)
2500950,RR009,Complete,Sewer Line Repair (SSERP),POINT (-90.12537636912671 29.947083718673284)
2514162,DPW385,Complete,Sewer Line Repair (SSERP),POINT (-90.05740335649587 29.96651947875702)
2513721,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.05579701297054 29.964636123937975)
2511979,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.0639115448666 29.961369720506376)
2509107,RR037,Complete,Sewer Line Repair (ESSA),POINT (-90.07089278569708 30.01273667375412)
2500261,RR002,Complete,Sewer Line Repair (SSERP),POINT (-90.11790700121816 29.94626867693404)
2500419,RR022,Complete,Sewer Line Repair (SSERP),POINT (-90.07492364510036 29.942289887849856)
2512218,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.06676105380005 29.96333593989388)
2501350,RR308,Complete,Sewer Line Repair (SSERP),POINT (-90.11238347519799 29.934946055486904)
2503224,DPW357,Complete,Sewer Line Repair (SSERP),POINT (-90.10364936499188 29.935206250244697)
2515576,RR112,Complete,Sewer Line Repair (ESSA),POINT (-90.01705584657988 29.966161488234803)
2515377,,Complete,Sewer Line Repair (SSERP),POINT (-90.02266122214392 29.96290914727843)
2505807,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.06703268373123 29.945623449260985)
2508092,RR067,Complete,Sewer Line Repair (SSERP),POINT (-90.12284933360431 29.963297951695235)
2510404,DPW364,Complete,Sewer Line Repair (SSERP),POINT (-90.09572639458369 29.973883102491577)
2501836,,Complete,Sewer Line Repair (SSERP),POINT (-90.12238486348085 29.924942531689812)
2523812,DPW050,Complete,,POINT (-90.11489866033602 29.96112812719065)
2518282,RR103,Complete,Sewer Line Repair (SSERP),POINT (-90.00562961309907 29.9642230214098)
2507023,,Complete,Sewer Line Repair (SSERP),POINT (-90.12283692155282 29.979609573907688)
2519987,RR265,Complete,Sewer Line Repair (SSERP),POINT (-90.05817600443622 30.01627208970633)
2513561,RR230,Complete,Sewer Line Repair (SSERP),POINT (-90.0471565385677 29.991883678009064)
2561503,RR009,Complete,Sewer Line Repair (SSERP),POINT (-90.13383437642756 29.936434125868743)
2500385,RR307,Complete,Sewer Line Repair (ESSA),POINT (-90.12757137514632 29.9567672771428)
2501243,RR009,Complete,Sewer Line Repair (SSERP),POINT (-90.12235377399799 29.949908800979433)
2512025,RR182,Complete,Sewer Line Repair (SSERP),POINT (-90.06692590767786 29.965422828321458)
2515413,PWF129,Complete,Sewer Line Repair (SSERP),POINT (-90.02266629206652 29.95728444240178)
2521403,RR312,Complete,Sewer Line Repair (SSERP),POINT (-90.06576304452622 29.9919343114655)
2506902,RR094,Complete,Sewer Line Repair (SSERP),POINT (-90.1241119389574 29.982662147422072)
2523956,RR090,Complete,Sewer Line Repair (ESSA),POINT (-90.11289114895123 30.00315029050308)
2505368,RR022,Complete,Sewer Line Repair (SSERP),POINT (-90.08371952335834 29.936573162981908)
2503613,,Complete,Sewer Line Repair (SSERP),POINT (-90.09822545211512 29.945526286890303)
2501486,RR001,Complete,Sewer Line Repair (SSERP),POINT (-90.11879132669735 29.93536143193951)
2502644,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.07822524864424 29.956233189777066)
2520194,RR159,Complete,Sewer Line Repair (SSERP),POINT (-90.06080314566225 30.009258794570783)
2509700,RR025,Complete,Sewer Line Repair (SSERP),POINT (-90.09234889779634 29.979417625259973)
2521592,RR051,Complete,,POINT (-90.05529896797674 30.000162422849773)
2515463,,Complete,Sewer Line Repair (SSERP),POINT (-90.01707598674804 29.975213163820207)
2503882,DPW573,Complete,Sewer Line Repair (SSERP),POINT (-90.08796642091778 29.94597247121353)
2505690,DPW716,Complete,Sewer Line Repair (SSERP),POINT (-90.07293552799169 29.950010560498335)
2502897,,Construction,,POINT (-90.11204660419399 29.942896916025823)
2501315,DPW361,Complete,Water Line Replacement (FEMA),POINT (-90.12134949156552 29.94416387257914)
2520157,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05463745084965 30.011156167217212)
2520075,,Complete,Sewer Line Repair (SSERP),POINT (-90.05271089432058 30.018845854591884)
2504787,RR310,Complete,Sewer Line Repair (SSERP),POINT (-90.08730913404361 29.919579436374505)
2515812,PWF129,Complete,Sewer Line Repair (SSERP),POINT (-90.01652339326039 29.955440575905968)
2511973,RR206,Complete,Sewer Line Repair (SSERP),POINT (-90.06916824642265 29.96048973749167)
2526076,RR108,Complete,Water Line Replacement (FEMA),POINT (-90.01193219653014 29.97293430750042)
2523285,DPW062,Complete,Sewer Line Repair (SSERP),POINT (-90.04937180213004 29.990366537890523)
2501576,RR308,Complete,Sewer Line Repair (SSERP),POINT (-90.11743651522163 29.935882494382778)
2506176,DPW114,Complete,Sewer Line Repair (SSERP),POINT (-90.08505444621565 29.92477757210278)
2521211,RR263,Complete,Sewer Line Repair (SSERP),POINT (-90.06347303318982 29.977814032702057)
2500996,RR308,Complete,Sewer Line Repair (SSERP),POINT (-90.11448307341114 29.940426227338605)
2501723,DPW131,Complete,Sewer Line Repair (SSERP),POINT (-90.11679774517559 29.929492400920513)
2515426,,Complete,Sewer Line Repair (SSERP),POINT (-90.02088818845587 29.976078908344725)
2521755,,Complete,Sewer Line Repair (SSERP),POINT (-90.05452750512084 29.991099121928336)
2502990,,Complete,Sewer Line Replacement (ESSA),POINT (-90.10529578945766 29.940263284074394)
2500326,RR067,Complete,Sewer Line Repair (SSERP),POINT (-90.13442980078487 29.956380762823287)
2511671,DPW522,Complete,Sewer Line Repair (SSERP),POINT (-90.07707271633345 29.96318527596549)
2510642,DPW771,Complete,Sewer Line Repair (SSERP),POINT (-90.09235252295711 29.969082634998056)
2514182,,Complete,Sewer Line Repair (SSERP),POINT (-90.05611935527614 29.968585504200867)
2519122,RR130,Complete,Sewer Line Repair (SSERP),POINT (-90.05631369866003 30.019649179539424)
2522396,RR186,Complete,Water Line Replacement (SWB),POINT (-90.00881700187642 30.010820846257246)
2511113,RR004,Complete,Sewer Line Repair (ESSA),POINT (-90.07956167157809 29.978227766298442)
2516927,RR103,Complete,Sewer Line Repair (ESSA),POINT (-90.00214281318607 29.972634161487285)
2500331,RR067,Complete,Sewer Line Repair (ESSA),POINT (-90.13228399767696 29.957295308595498)
2520149,RR051,Complete,Sewer Line Repair (SSERP),POINT (-90.05667436120069 30.011037346850685)
2523253,DPW213,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-89.95621777664566 30.026862829291154)
2518735,,Complete,Sewer Line Repair (SSERP),POINT (-89.98119503036487 30.026822611183473)
2518848,RR315,Complete,Sewer Line Repair (SSERP),POINT (-89.96869932922105 30.02597501460271)
2523292,DPW213,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-89.95598205700553 30.024774299617246)
2518768,DPW213,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-89.95614847125859 30.024761695959974)
2518847,,Complete,Sewer Line Repair (SSERP),POINT (-89.9686314274995 30.025289766498133)
2514057,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.04910442520105 29.96741491752837)
2505371,DPW442,Complete,Sewer Line Repair (SSERP),POINT (-90.08219516281832 29.93597054265581)
2523033,RR315,Complete,Sewer Line Repair (SSERP),POINT (-89.96879475483289 30.025277550490905)
2518846,,Complete,Sewer Line Repair (SSERP),POINT (-89.96856105429795 30.024603411789116)
2527238,RR153,Complete,Water Line Replacement (FEMA),POINT (-89.97964854600569 30.023557113306143)
2518845,,Complete,Sewer Line Repair (SSERP),POINT (-89.96849115546557 30.023919134947597)
2510537,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.09551570296505 29.964728753723527)
2502687,DPW290,Complete,Sewer Line Repair (SSERP),POINT (-90.1039350714595 29.938068991134507)
2515504,PWF157,Complete,Sewer Line Repair (SSERP),POINT (-90.00876104003332 29.976659967571692)
2514997,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.04041019958605 29.96388901114354)
2505736,DPW019,Complete,Sewer Line Repair (SSERP),POINT (-90.06875149347681 29.95135526292823)
2521743,RR051,Complete,,POINT (-90.05281874832899 29.99632270771081)
2520413,RR133,Complete,Sewer Line Repair (SSERP),POINT (-90.01791751995017 30.020889650363294)
2508789,RR069,Complete,Sewer Line Repair (ESSA),POINT (-90.08050212505383 30.0224441803507)
2509984,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.1018134184016 29.97616467782624)
2505983,RR068,Complete,Sewer Line Repair (SSERP),POINT (-90.06828940832186 29.929287257280013)
2520049,RR130,Complete,Sewer Line Replacement (ESSA),POINT (-90.05287095237935 30.020873733858885)
2519817,RR215,Complete,Sewer Line Repair (SSERP),POINT (-90.06689623481219 30.006130657123396)
2503237,,Complete,Sewer Line Repair (SSERP),POINT (-90.09701952847159 29.943047846925047)
2501492,RR308,Complete,Sewer Line Repair (SSERP),POINT (-90.11860918513426 29.933169770064318)
2513063,,Complete,Sewer Line Repair (SSERP),POINT (-89.9128685318804 30.039868438045076)
2512528,RR188,Complete,Water Line Replacement (SWB),POINT (-89.92581055416237 30.063304374685874)
2513005,RR188,Complete,Water Line Replacement (FEMA),POINT (-89.92599355102062 30.062535214350046)
2512897,RR187,Complete,Sewer Line Repair (SSERP),POINT (-89.92581765962731 30.06091244137012)
2508222,RR078,Complete,Sewer Line Repair (SSERP),POINT (-90.10921328730639 30.023037636319582)
2502162,RR258,Complete,Sewer Line Repair (ESSA),POINT (-90.10542045834863 29.946915850855547)
2503309,RR310,Complete,Sewer Line Replacement (SSERP),POINT (-90.10836018155135 29.93544236629379)
2514840,RR166,Complete,Sewer Line Repair (SSERP),POINT (-90.03802106429241 29.964903317206748)
2505698,DPW772,Complete,Sewer Line Repair (SSERP),POINT (-90.07147594652 29.951076039003155)
2501174,RR009,Complete,Sewer Line Repair (SSERP),POINT (-90.13136731347572 29.938740605148592)
2504833,RR214,Complete,Sewer Line Repair (SSERP),POINT (-90.08376982046313 29.94632759131892)
2504684,DPW114,Complete,Sewer Line Repair (SSERP),POINT (-90.09118098301737 29.922249504758394)
2501556,RR309,Complete,Sewer Line Repair (SSERP),POINT (-90.11865215500193 29.92823120126312)
2513419,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.06240136097175 29.966307393771068)
2503029,,Complete,Sewer Line Repair (SSERP),POINT (-90.10096570697425 29.94971607542394)
2516949,RR103,Complete,Sewer Line Repair (SSERP),POINT (-90.00814188759324 29.977079777897533)
2511874,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06786853614433 29.973495915219065)
2505508,RR311,Complete,Sewer Line Repair (SSERP),POINT (-90.07820503128069 29.934733060969695)
2505166,DPW113,Complete,Sewer Line Repair (SSERP),POINT (-90.0673883442909 29.951487641368256)
2507605,PWF172,Complete,Sewer Line Repair (SSERP),POINT (-90.1140564663671 29.999274266024408)
2514184,,Complete,Sewer Line Repair (SSERP),POINT (-90.05603752667844 29.9675897292041)
2524949,,Complete,Sewer Line Repair (SSERP),POINT (-90.03138931653751 29.963401485594044)
2523789,RR108,Complete,Water Line Replacement (FEMA),POINT (-90.01405672614175 29.966759605105384)
2505390,DPW442,Complete,Sewer Line Repair (SSERP),POINT (-90.08161401692995 29.935298308459554)
2519219,DPW350,Complete,Sewer Line Repair (SSERP),POINT (-90.0504054820186 30.0060874694056)
2513425,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.06142145629363 29.966766216573408)
2503206,,Complete,Sewer Line Repair (SSERP),POINT (-90.09782539384216 29.94470322843352)
2504774,DPW114,Complete,Sewer Line Repair (SSERP),POINT (-90.09368847784776 29.92155911911069)
2509518,,Complete,Sewer Line Repair (SSERP),POINT (-90.10153108793585 29.98387603747042)
2523327,RR144,Complete,Sewer Line Repair (SSERP),POINT (-89.9526785275421 30.02469559395952)
2523325,RR146,Complete,Water Line Replacement (SWB),POINT (-89.95350628482544 30.024890747136997)
2523030,RR152,Complete,Sewer Line Repair (SSERP),POINT (-89.97115337207272 30.02443741634968)
2523321,RR146,Complete,Water Line Replacement (SWB),POINT (-89.95515291948878 30.024837105345437)
2523257,RR144,Complete,Sewer Line Replacement (ESSA),POINT (-89.95781379758962 30.024633191843222)
2522804,RR144,Complete,Sewer Line Repair (ESSA),POINT (-89.96040221336375 30.0244363468982)
2508340,RR078,Complete,Sewer Line Repair (SSERP),POINT (-90.1041723886581 30.020958507604657)
2508186,RR015,Complete,Sewer Line Replacement (ESSA),POINT (-90.11655303152011 29.962822374482148)
2508609,RR037,Complete,Water Line Replacement (FEMA),POINT (-90.08045905949079 30.017933362820735)
2511612,RR068,Complete,Sewer Line Repair (SSERP),POINT (-90.08355264284177 29.96379920808764)
2502604,DPW716,Complete,Sewer Line Repair (SSERP),POINT (-90.08189685691386 29.95336347909659)
2530031,RR306,Complete,Sewer Line Repair (SSERP),POINT (-90.03278711768523 29.974341927674274)
2527064,DPW042,Complete,Sewer Line Repair (SSERP),POINT (-89.98849310223231 30.019235914992848)
2518923,RR144,Complete,Sewer Line Repair (SSERP),POINT (-89.96040379822234 30.021896197398256)
2523241,RR144,Complete,Sewer Line Repair (SSERP),POINT (-89.95677883505834 30.031197853779343)
2502951,RR258,Complete,Sewer Line Replacement (ESSA),POINT (-90.10802946137532 29.942008599636)
2507233,RR193,Complete,Sewer Line Repair (SSERP),POINT (-90.1198907030861 30.009141530720022)
2511256,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.07773608995166 29.96244002539258)
2522878,RR152,Complete,Sewer Line Repair (SSERP),POINT (-89.9754654479249 30.02133899928688)
2507257,RR193,Complete,Sewer Line Repair (SSERP),POINT (-90.12017011916322 30.005838391652997)
2510424,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.0928920375009 29.975572036598155)
2504601,RR309,Complete,Sewer Line Repair (SSERP),POINT (-90.10412330399826 29.917718481016994)
2501696,RR309,Complete,Sewer Line Repair (SSERP),POINT (-90.12011488328076 29.923734542443132)
2501474,,Complete,Sewer Line Repair (SSERP),POINT (-90.1197026144296 29.935739781439516)
2520783,,Complete,Sewer Line Repair (SSERP),POINT (-90.06198233349681 29.988092425204)
2526653,RR145,Complete,Water Line Replacement (SWB)/Sewer Line Repair (SSERP),POINT (-89.96320232916769 30.021255937871803)
2523014,RR152,Complete,Sewer Line Repair (SSERP),POINT (-89.97395878693533 30.02083121084927)
2507230,RR193,Complete,Sewer Line Repair (SSERP),POINT (-90.1200411344194 30.007482641751913)
2507384,RR407,Complete,Sewer Line Repair (SSERP),POINT (-90.1221585695746 29.99792234109499)
2526908,RR315,Complete,Sewer Line Repair (SSERP),POINT (-89.96298740747545 30.027958640353848)
2502136,RR304,Complete,Sewer Line Repair (SSERP),POINT (-90.08455511363125 29.95525254188656)
2501675,RR308,Complete,Sewer Line Repair (SSERP),POINT (-90.11310957670098 29.936087965440752)
2561335,DPW772,Complete,Sewer Line Repair (SSERP),POINT (-90.08715225342578 29.95503137040735)
2522977,RR148,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-89.96616885664965 30.022027272166795)
2523012,RR153,Complete,Water Line Replacement (FEMA),POINT (-89.97470634217582 30.02139762050326)
2526651,RR145,Complete,Water Line Replacement (SWB),POINT (-89.9645839167472 30.020705436647276)
2522780,RR152,Complete,Sewer Line Repair (SSERP),POINT (-89.98061060448694 30.02024346957614)
2500333,RR067,Complete,Sewer Line Repair (SSERP),POINT (-90.13136702292897 29.9539119779951)
2511267,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07103898953002 29.973090953344876)
2522941,RR153,Complete,Water Line Replacement (FEMA),POINT (-89.98149044989191 30.020187023848457)
2526649,DPW022,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-89.96528691888221 30.020532446301495)
2520798,RR138,Complete,Sewer Line Repair (SSERP),POINT (-90.01323261724922 30.021779864905323)
2526668,RR144,Complete,Sewer Line Repair (SSERP),POINT (-89.9494225171263 30.02472010005492)
2523330,RR149,Complete,Sewer Line Repair (SSERP),POINT (-89.95307794070622 30.02352865912486)
2500937,RR067,Complete,Sewer Line Repair (SSERP),POINT (-90.12802741983757 29.95055017256427)
2513423,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.06148572300424 29.967568064319035)
2513873,RR230,Complete,Sewer Line Repair (SSERP),POINT (-90.04500662712594 29.992186727191505)
2520756,RR215,Complete,Sewer Line Repair (SSERP),POINT (-90.06030126496208 30.002958188929128)
2514216,,Complete,Sewer Line Repair (SSERP),POINT (-90.05186120763842 29.97596964285061)
2508573,RR083,Complete,Sewer Line Repair (SSERP),POINT (-90.1018520347051 30.006287759538225)
2511519,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.07372747837522 29.975594331707732)
2510120,RR124,Complete,Sewer Line Repair (SSERP),POINT (-90.10193608673062 29.968504329227414)
2511862,RR003,Complete,Sewer Line Repair (SSERP),POINT (-90.06945360087988 29.97329397055591)
2512300,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.0628325319866 29.959347527116456)
2523249,DPW201,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (SWB)",POINT (-89.95799189006696 30.02624750988415)
2518927,RR144,Complete,Sewer Line Repair (SSERP),POINT (-89.95883034483292 30.022244959682123)
2511093,RR305,Complete,Sewer Line Repair (SSERP),POINT (-90.07562343068554 29.984682147632856)
2514632,RR306,Complete,Sewer Line Repair (SSERP),POINT (-90.04177963255475 29.96639127683951)
2523333,RR144,Complete,Sewer Line Replacement (ESSA),POINT (-89.95803095072326 30.022455923356812)
